2018-01-08 23:23:23,141 p=4426 u=root |  PLAY [Create initial host groups for localhost] ******************************************************************************************************
2018-01-08 23:23:23,536 p=4426 u=root |  TASK [Evaluate oo_etcd_to_config] ********************************************************************************************************************
2018-01-08 23:23:23,564 p=4426 u=root |  ok: [localhost] => (item=master1.host.local)
2018-01-08 23:23:23,569 p=4426 u=root |  TASK [Evaluate oo_masters_to_config] *****************************************************************************************************************
2018-01-08 23:23:23,598 p=4426 u=root |  ok: [localhost] => (item=master1.host.local)
2018-01-08 23:23:23,607 p=4426 u=root |  TASK [Evaluate oo_nodes_to_config] *******************************************************************************************************************
2018-01-08 23:23:23,636 p=4426 u=root |  ok: [localhost] => (item=master1.host.local)
2018-01-08 23:23:23,644 p=4426 u=root |  ok: [localhost] => (item=node1.host.local)
2018-01-08 23:23:23,653 p=4426 u=root |  ok: [localhost] => (item=node2.host.local)
2018-01-08 23:23:23,658 p=4426 u=root |  TASK [Add master to oo_nodes_to_config] **************************************************************************************************************
2018-01-08 23:23:23,680 p=4426 u=root |  skipping: [localhost] => (item=master1.host.local) 
2018-01-08 23:23:23,686 p=4426 u=root |  TASK [Evaluate oo_first_etcd] ************************************************************************************************************************
2018-01-08 23:23:23,712 p=4426 u=root |  ok: [localhost]
2018-01-08 23:23:23,717 p=4426 u=root |  TASK [Evaluate oo_first_master] **********************************************************************************************************************
2018-01-08 23:23:23,744 p=4426 u=root |  ok: [localhost]
2018-01-08 23:23:23,748 p=4426 u=root |  TASK [Evaluate oo_lb_to_config] **********************************************************************************************************************
2018-01-08 23:23:23,764 p=4426 u=root |  TASK [Evaluate oo_nfs_to_config] *********************************************************************************************************************
2018-01-08 23:23:23,791 p=4426 u=root |  ok: [localhost] => (item=master1.host.local)
2018-01-08 23:23:23,798 p=4426 u=root |   [WARNING]: Could not match supplied host pattern, ignoring: oo_lb_to_config

2018-01-08 23:23:23,801 p=4426 u=root |  PLAY [Ensure that all non-node hosts are accessible] *************************************************************************************************
2018-01-08 23:23:23,809 p=4426 u=root |  TASK [Gathering Facts] *******************************************************************************************************************************
2018-01-08 23:23:24,665 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:23:24,671 p=4426 u=root |  PLAY [Initialize host facts] *************************************************************************************************************************
2018-01-08 23:23:24,686 p=4426 u=root |  TASK [Gathering Facts] *******************************************************************************************************************************
2018-01-08 23:23:25,132 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:23:25,664 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:23:25,681 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:23:25,692 p=4426 u=root |  TASK [openshift_facts : Detecting Operating System] **************************************************************************************************
2018-01-08 23:23:26,047 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:23:26,153 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:23:26,154 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:23:26,164 p=4426 u=root |  TASK [openshift_facts : set_fact] ********************************************************************************************************************
2018-01-08 23:23:26,195 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:23:26,214 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:23:26,221 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:23:26,231 p=4426 u=root |  TASK [openshift_facts : set_fact] ********************************************************************************************************************
2018-01-08 23:23:26,272 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:23:26,294 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:23:26,304 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:23:26,314 p=4426 u=root |  TASK [openshift_facts : set_fact] ********************************************************************************************************************
2018-01-08 23:23:26,346 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:23:26,366 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:23:26,373 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:23:26,384 p=4426 u=root |  TASK [openshift_facts : Validate python version] *****************************************************************************************************
2018-01-08 23:23:26,409 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:23:26,413 p=4426 u=root |  skipping: [node1.host.local]
2018-01-08 23:23:26,419 p=4426 u=root |  skipping: [node2.host.local]
2018-01-08 23:23:26,429 p=4426 u=root |  TASK [openshift_facts : Validate python version] *****************************************************************************************************
2018-01-08 23:23:26,459 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:23:26,463 p=4426 u=root |  skipping: [node1.host.local]
2018-01-08 23:23:26,469 p=4426 u=root |  skipping: [node2.host.local]
2018-01-08 23:23:26,479 p=4426 u=root |  TASK [openshift_facts : Determine Atomic Host Docker Version] ****************************************************************************************
2018-01-08 23:23:26,504 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:23:26,505 p=4426 u=root |  skipping: [node1.host.local]
2018-01-08 23:23:26,513 p=4426 u=root |  skipping: [node2.host.local]
2018-01-08 23:23:26,523 p=4426 u=root |  TASK [openshift_facts : assert] **********************************************************************************************************************
2018-01-08 23:23:26,549 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:23:26,549 p=4426 u=root |  skipping: [node1.host.local]
2018-01-08 23:23:26,558 p=4426 u=root |  skipping: [node2.host.local]
2018-01-08 23:23:26,569 p=4426 u=root |  TASK [openshift_facts : Ensure various deps are installed] *******************************************************************************************
2018-01-08 23:23:42,663 p=4426 u=root |  ok: [node2.host.local] => (item=iproute)
2018-01-08 23:23:43,524 p=4426 u=root |  ok: [node1.host.local] => (item=iproute)
2018-01-08 23:23:44,236 p=4426 u=root |  ok: [master1.host.local] => (item=iproute)
2018-01-08 23:24:12,423 p=4426 u=root |  ok: [node2.host.local] => (item=python-dbus)
2018-01-08 23:24:12,456 p=4426 u=root |  ok: [node1.host.local] => (item=python-dbus)
2018-01-08 23:24:15,790 p=4426 u=root |  ok: [master1.host.local] => (item=python-dbus)
2018-01-08 23:24:37,786 p=4426 u=root |  ok: [node2.host.local] => (item=python-six)
2018-01-08 23:24:38,719 p=4426 u=root |  ok: [node1.host.local] => (item=python-six)
2018-01-08 23:24:41,266 p=4426 u=root |  ok: [master1.host.local] => (item=python-six)
2018-01-08 23:24:53,308 p=4426 u=root |  ok: [node2.host.local] => (item=PyYAML)
2018-01-08 23:24:54,254 p=4426 u=root |  ok: [node1.host.local] => (item=PyYAML)
2018-01-08 23:24:57,897 p=4426 u=root |  ok: [master1.host.local] => (item=PyYAML)
2018-01-08 23:25:08,573 p=4426 u=root |  ok: [node2.host.local] => (item=yum-utils)
2018-01-08 23:25:09,726 p=4426 u=root |  ok: [node1.host.local] => (item=yum-utils)
2018-01-08 23:25:14,418 p=4426 u=root |  ok: [master1.host.local] => (item=yum-utils)
2018-01-08 23:25:14,432 p=4426 u=root |  TASK [openshift_facts : Ensure various deps for running system containers are installed] *************************************************************
2018-01-08 23:25:14,472 p=4426 u=root |  skipping: [master1.host.local] => (item=atomic) 
2018-01-08 23:25:14,473 p=4426 u=root |  skipping: [master1.host.local] => (item=ostree) 
2018-01-08 23:25:14,473 p=4426 u=root |  skipping: [master1.host.local] => (item=runc) 
2018-01-08 23:25:14,496 p=4426 u=root |  skipping: [node1.host.local] => (item=atomic) 
2018-01-08 23:25:14,496 p=4426 u=root |  skipping: [node1.host.local] => (item=ostree) 
2018-01-08 23:25:14,497 p=4426 u=root |  skipping: [node1.host.local] => (item=runc) 
2018-01-08 23:25:14,499 p=4426 u=root |  skipping: [node2.host.local] => (item=atomic) 
2018-01-08 23:25:14,501 p=4426 u=root |  skipping: [node2.host.local] => (item=ostree) 
2018-01-08 23:25:14,511 p=4426 u=root |  skipping: [node2.host.local] => (item=runc) 
2018-01-08 23:25:14,522 p=4426 u=root |  TASK [openshift_facts : Gather Cluster facts and set is_containerized if needed] *********************************************************************
2018-01-08 23:25:15,832 p=4426 u=root |  changed: [master1.host.local]
2018-01-08 23:25:15,926 p=4426 u=root |  changed: [node2.host.local]
2018-01-08 23:25:16,027 p=4426 u=root |  changed: [node1.host.local]
2018-01-08 23:25:16,039 p=4426 u=root |  TASK [openshift_facts : Set repoquery command] *******************************************************************************************************
2018-01-08 23:25:16,077 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:25:16,091 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:25:16,101 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:25:16,112 p=4426 u=root |  TASK [openshift_facts : Register that this already ran] **********************************************************************************************
2018-01-08 23:25:16,146 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:25:16,159 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:25:16,171 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:25:16,181 p=4426 u=root |  TASK [openshift_facts] *******************************************************************************************************************************
2018-01-08 23:25:17,048 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:25:17,104 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:25:17,346 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:25:17,357 p=4426 u=root |  TASK [set_fact] **************************************************************************************************************************************
2018-01-08 23:25:17,458 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:25:17,459 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:25:17,497 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:25:17,509 p=4426 u=root |  TASK [set_fact] **************************************************************************************************************************************
2018-01-08 23:25:17,540 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:25:17,559 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:25:17,568 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:25:17,576 p=4426 u=root |  PLAY [Gather and set facts for node hosts] ***********************************************************************************************************
2018-01-08 23:25:17,593 p=4426 u=root |  TASK [Gathering Facts] *******************************************************************************************************************************
2018-01-08 23:25:18,105 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:25:18,375 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:25:18,412 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:25:18,423 p=4426 u=root |  TASK [openshift_facts : Detecting Operating System] **************************************************************************************************
2018-01-08 23:25:18,637 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:25:18,753 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:25:18,763 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:25:18,774 p=4426 u=root |  TASK [openshift_facts : set_fact] ********************************************************************************************************************
2018-01-08 23:25:18,808 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:25:18,829 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:25:18,837 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:25:18,848 p=4426 u=root |  TASK [openshift_facts : set_fact] ********************************************************************************************************************
2018-01-08 23:25:18,903 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:25:18,915 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:25:18,927 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:25:18,939 p=4426 u=root |  TASK [openshift_facts : set_fact] ********************************************************************************************************************
2018-01-08 23:25:18,985 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:25:18,994 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:25:19,001 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:25:19,013 p=4426 u=root |  TASK [openshift_facts : Validate python version] *****************************************************************************************************
2018-01-08 23:25:19,042 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:25:19,043 p=4426 u=root |  skipping: [node1.host.local]
2018-01-08 23:25:19,051 p=4426 u=root |  skipping: [node2.host.local]
2018-01-08 23:25:19,062 p=4426 u=root |  TASK [openshift_facts : Validate python version] *****************************************************************************************************
2018-01-08 23:25:19,095 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:25:19,098 p=4426 u=root |  skipping: [node1.host.local]
2018-01-08 23:25:19,107 p=4426 u=root |  skipping: [node2.host.local]
2018-01-08 23:25:19,118 p=4426 u=root |  TASK [openshift_facts : Determine Atomic Host Docker Version] ****************************************************************************************
2018-01-08 23:25:19,146 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:25:19,147 p=4426 u=root |  skipping: [node1.host.local]
2018-01-08 23:25:19,156 p=4426 u=root |  skipping: [node2.host.local]
2018-01-08 23:25:19,167 p=4426 u=root |  TASK [openshift_facts : assert] **********************************************************************************************************************
2018-01-08 23:25:19,195 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:25:19,197 p=4426 u=root |  skipping: [node1.host.local]
2018-01-08 23:25:19,206 p=4426 u=root |  skipping: [node2.host.local]
2018-01-08 23:25:19,217 p=4426 u=root |  TASK [openshift_facts : Ensure various deps are installed] *******************************************************************************************
2018-01-08 23:25:35,009 p=4426 u=root |  ok: [node1.host.local] => (item=iproute)
2018-01-08 23:25:35,193 p=4426 u=root |  ok: [node2.host.local] => (item=iproute)
2018-01-08 23:25:35,698 p=4426 u=root |  ok: [master1.host.local] => (item=iproute)
2018-01-08 23:26:00,738 p=4426 u=root |  ok: [node1.host.local] => (item=python-dbus)
2018-01-08 23:26:01,117 p=4426 u=root |  ok: [node2.host.local] => (item=python-dbus)
2018-01-08 23:26:04,713 p=4426 u=root |  ok: [master1.host.local] => (item=python-dbus)
2018-01-08 23:26:16,519 p=4426 u=root |  ok: [node1.host.local] => (item=python-six)
2018-01-08 23:26:16,610 p=4426 u=root |  ok: [node2.host.local] => (item=python-six)
2018-01-08 23:26:21,603 p=4426 u=root |  ok: [master1.host.local] => (item=python-six)
2018-01-08 23:26:32,018 p=4426 u=root |  ok: [node2.host.local] => (item=PyYAML)
2018-01-08 23:26:32,913 p=4426 u=root |  ok: [node1.host.local] => (item=PyYAML)
2018-01-08 23:26:37,791 p=4426 u=root |  ok: [master1.host.local] => (item=PyYAML)
2018-01-08 23:26:47,703 p=4426 u=root |  ok: [node2.host.local] => (item=yum-utils)
2018-01-08 23:26:49,106 p=4426 u=root |  ok: [node1.host.local] => (item=yum-utils)
2018-01-08 23:26:54,238 p=4426 u=root |  ok: [master1.host.local] => (item=yum-utils)
2018-01-08 23:26:54,251 p=4426 u=root |  TASK [openshift_facts : Ensure various deps for running system containers are installed] *************************************************************
2018-01-08 23:26:54,293 p=4426 u=root |  skipping: [master1.host.local] => (item=atomic) 
2018-01-08 23:26:54,293 p=4426 u=root |  skipping: [master1.host.local] => (item=ostree) 
2018-01-08 23:26:54,294 p=4426 u=root |  skipping: [master1.host.local] => (item=runc) 
2018-01-08 23:26:54,316 p=4426 u=root |  skipping: [node1.host.local] => (item=atomic) 
2018-01-08 23:26:54,317 p=4426 u=root |  skipping: [node1.host.local] => (item=ostree) 
2018-01-08 23:26:54,317 p=4426 u=root |  skipping: [node1.host.local] => (item=runc) 
2018-01-08 23:26:54,320 p=4426 u=root |  skipping: [node2.host.local] => (item=atomic) 
2018-01-08 23:26:54,323 p=4426 u=root |  skipping: [node2.host.local] => (item=ostree) 
2018-01-08 23:26:54,332 p=4426 u=root |  skipping: [node2.host.local] => (item=runc) 
2018-01-08 23:26:54,345 p=4426 u=root |  TASK [openshift_facts : Gather Cluster facts and set is_containerized if needed] *********************************************************************
2018-01-08 23:26:55,149 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:26:55,259 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:26:55,375 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:26:55,386 p=4426 u=root |  TASK [openshift_facts : Set repoquery command] *******************************************************************************************************
2018-01-08 23:26:55,420 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:26:55,472 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:26:55,484 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:26:55,495 p=4426 u=root |  TASK [openshift_facts : Register that this already ran] **********************************************************************************************
2018-01-08 23:26:55,528 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:26:55,578 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:26:55,586 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:26:55,597 p=4426 u=root |  TASK [command] ***************************************************************************************************************************************
2018-01-08 23:26:56,003 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:26:56,077 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:26:56,258 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:26:56,269 p=4426 u=root |  TASK [Warn user about bad openshift_hostname values] *************************************************************************************************
2018-01-08 23:26:56,283 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:26:56,290 p=4426 u=root |  PLAY [Verify compatible yum/subscription-manager combination] ****************************************************************************************
2018-01-08 23:26:56,303 p=4426 u=root |  TASK [Check for bad combinations of yum and subscription-manager] ************************************************************************************
2018-01-08 23:27:02,662 p=4426 u=root |  ok: [node2.host.local]
2018-01-08 23:27:02,675 p=4426 u=root |  ok: [node1.host.local]
2018-01-08 23:27:02,712 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:27:02,723 p=4426 u=root |  TASK [fail] ******************************************************************************************************************************************
2018-01-08 23:27:02,752 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:27:02,753 p=4426 u=root |  skipping: [node1.host.local]
2018-01-08 23:27:02,764 p=4426 u=root |  skipping: [node2.host.local]
2018-01-08 23:27:02,772 p=4426 u=root |  PLAY [Determine openshift_version to configure on first master] **************************************************************************************
2018-01-08 23:27:02,831 p=4426 u=root |  TASK [Gathering Facts] *******************************************************************************************************************************
2018-01-08 23:27:03,263 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:27:03,273 p=4426 u=root |  TASK [openshift_repos : openshift_repos detect ostree] ***********************************************************************************************
2018-01-08 23:27:03,424 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:27:03,437 p=4426 u=root |  TASK [openshift_repos : assert] **********************************************************************************************************************
2018-01-08 23:27:03,461 p=4426 u=root |  ok: [master1.host.local] => {
    "changed": false, 
    "failed": false, 
    "msg": "All assertions passed"
}
2018-01-08 23:27:03,472 p=4426 u=root |  TASK [openshift_repos : Ensure libselinux-python is installed] ***************************************************************************************
2018-01-08 23:27:19,504 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:27:19,516 p=4426 u=root |  TASK [openshift_repos : Create any additional repos that are defined] ********************************************************************************
2018-01-08 23:27:19,533 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:27:19,544 p=4426 u=root |  TASK [openshift_repos : Remove the additional repos if no longer defined] ****************************************************************************
2018-01-08 23:27:19,873 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:27:19,884 p=4426 u=root |  TASK [openshift_repos : Configure origin gpg keys] ***************************************************************************************************
2018-01-08 23:27:19,910 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:27:19,921 p=4426 u=root |  TASK [openshift_repos : Configure correct origin release repository] *********************************************************************************
2018-01-08 23:27:19,958 p=4426 u=root |  skipping: [master1.host.local] => (item=/usr/share/ansible/openshift-ansible/roles/openshift_repos/templates/CentOS-OpenShift-Origin15.repo.j2) 
2018-01-08 23:27:19,970 p=4426 u=root |  TASK [openshift_repos : Record that openshift_repos already ran] *************************************************************************************
2018-01-08 23:27:19,993 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:27:20,005 p=4426 u=root |  TASK [openshift_facts : Detecting Operating System] **************************************************************************************************
2018-01-08 23:27:20,155 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:27:20,165 p=4426 u=root |  TASK [openshift_facts : set_fact] ********************************************************************************************************************
2018-01-08 23:27:20,186 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:27:20,198 p=4426 u=root |  TASK [openshift_facts : set_fact] ********************************************************************************************************************
2018-01-08 23:27:20,228 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:27:20,239 p=4426 u=root |  TASK [openshift_facts : set_fact] ********************************************************************************************************************
2018-01-08 23:27:20,261 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:27:20,272 p=4426 u=root |  TASK [openshift_facts : Validate python version] *****************************************************************************************************
2018-01-08 23:27:20,286 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:27:20,297 p=4426 u=root |  TASK [openshift_facts : Validate python version] *****************************************************************************************************
2018-01-08 23:27:20,316 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:27:20,327 p=4426 u=root |  TASK [openshift_facts : Determine Atomic Host Docker Version] ****************************************************************************************
2018-01-08 23:27:20,342 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:27:20,352 p=4426 u=root |  TASK [openshift_facts : assert] **********************************************************************************************************************
2018-01-08 23:27:20,367 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:27:20,378 p=4426 u=root |  TASK [openshift_facts : Ensure various deps are installed] *******************************************************************************************
2018-01-08 23:27:37,735 p=4426 u=root |  ok: [master1.host.local] => (item=iproute)
2018-01-08 23:28:05,487 p=4426 u=root |  ok: [master1.host.local] => (item=python-dbus)
2018-01-08 23:28:21,188 p=4426 u=root |  ok: [master1.host.local] => (item=python-six)
2018-01-08 23:28:36,619 p=4426 u=root |  ok: [master1.host.local] => (item=PyYAML)
2018-01-08 23:28:52,729 p=4426 u=root |  ok: [master1.host.local] => (item=yum-utils)
2018-01-08 23:28:52,742 p=4426 u=root |  TASK [openshift_facts : Ensure various deps for running system containers are installed] *************************************************************
2018-01-08 23:28:52,766 p=4426 u=root |  skipping: [master1.host.local] => (item=atomic) 
2018-01-08 23:28:52,775 p=4426 u=root |  skipping: [master1.host.local] => (item=ostree) 
2018-01-08 23:28:52,785 p=4426 u=root |  skipping: [master1.host.local] => (item=runc) 
2018-01-08 23:28:52,796 p=4426 u=root |  TASK [openshift_facts : Gather Cluster facts and set is_containerized if needed] *********************************************************************
2018-01-08 23:28:53,500 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:28:53,511 p=4426 u=root |  TASK [openshift_facts : Set repoquery command] *******************************************************************************************************
2018-01-08 23:28:53,566 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:28:53,577 p=4426 u=root |  TASK [openshift_facts : Register that this already ran] **********************************************************************************************
2018-01-08 23:28:53,628 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:28:53,640 p=4426 u=root |  TASK [openshift_docker_facts : Set docker facts] *****************************************************************************************************
2018-01-08 23:28:54,295 p=4426 u=root |  changed: [master1.host.local] => (item={u'local_facts': {u'blocked_registries': u'', u'hosted_registry_insecure': False, u'log_driver': u'', u'disable_push_dockerhub': u'', u'selinux_enabled': u'', u'additional_registries': u'', u'hosted_registry_network': u'172.30.0.0/16', u'log_options': u'', u'insecure_registries': u'', u'options': u'', u'use_system_container': False}, u'role': u'docker'})
2018-01-08 23:28:54,854 p=4426 u=root |  ok: [master1.host.local] => (item={u'local_facts': {u'sdn_mtu': u''}, u'role': u'node'})
2018-01-08 23:28:54,868 p=4426 u=root |  TASK [openshift_docker_facts : set_fact] *************************************************************************************************************
2018-01-08 23:28:54,907 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:28:54,918 p=4426 u=root |  TASK [openshift_docker_facts : set_fact] *************************************************************************************************************
2018-01-08 23:28:54,935 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:28:54,946 p=4426 u=root |  TASK [openshift_docker_facts : set_fact] *************************************************************************************************************
2018-01-08 23:28:54,972 p=4426 u=root |  ok: [master1.host.local]
2018-01-08 23:28:54,986 p=4426 u=root |  TASK [os_firewall : Assert - Do not use firewalld on Atomic Host] ************************************************************************************
2018-01-08 23:28:55,004 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:28:55,016 p=4426 u=root |  TASK [os_firewall : Install firewalld packages] ******************************************************************************************************
2018-01-08 23:28:55,033 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:28:55,044 p=4426 u=root |  TASK [os_firewall : Ensure iptables services are not enabled] ****************************************************************************************
2018-01-08 23:28:55,067 p=4426 u=root |  skipping: [master1.host.local] => (item=iptables) 
2018-01-08 23:28:55,078 p=4426 u=root |  skipping: [master1.host.local] => (item=ip6tables) 
2018-01-08 23:28:55,090 p=4426 u=root |  TASK [os_firewall : Wait 10 seconds after disabling iptables] ****************************************************************************************
2018-01-08 23:28:55,107 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:28:55,119 p=4426 u=root |  TASK [os_firewall : Start and enable firewalld service] **********************************************************************************************
2018-01-08 23:28:55,137 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:28:55,149 p=4426 u=root |  TASK [os_firewall : need to pause here, otherwise the firewalld service starting can sometimes cause ssh to fail] ************************************
2018-01-08 23:28:55,166 p=4426 u=root |  skipping: [master1.host.local]
2018-01-08 23:28:55,178 p=4426 u=root |  TASK [os_firewall : Add firewalld allow rules] *******************************************************************************************************
2018-01-08 23:28:55,202 p=4426 u=root |  TASK [os_firewall : Remove firewalld allow rules] ****************************************************************************************************
